,bedrooms_small,bedrooms_medium,bedrooms_large,view,grade_1.0,grade_3.0,grade_2.0,sqft_above,sqft_basement,lat,long,sqft_living15,sqft_lot15,price,kiez_981.0,kiez_980.0
2763,0.0,1.0,0.0,0,1.0,0.0,0.0,2030,0,47.7699,-122.16799999999999,2190,9900,420000,0.0,1.0
2764,1.0,0.0,0.0,0,1.0,0.0,0.0,1620,720,47.6956,-122.335,1410,3388,645000,1.0,0.0
2765,1.0,0.0,0.0,0,0.0,1.0,0.0,2160,0,47.7655,-122.35,1830,7600,549950,1.0,0.0
2766,1.0,0.0,0.0,1,0.0,1.0,0.0,1640,1130,47.7011,-122.206,2450,10000,678000,0.0,1.0
2767,0.0,1.0,0.0,0,1.0,0.0,0.0,2030,0,47.4994,-122.26100000000001,1520,9440,199000,1.0,0.0
2768,1.0,0.0,0.0,0,1.0,0.0,0.0,1440,0,47.5872,-122.241,2540,12092,604000,0.0,1.0
2769,0.0,1.0,0.0,0,1.0,0.0,0.0,1010,720,47.5008,-122.162,1730,7728,268000,0.0,1.0
2770,0.0,1.0,0.0,0,0.0,0.0,1.0,2820,1690,47.6346,-122.01100000000001,4330,18741,960000,0.0,1.0
2771,1.0,0.0,0.0,0,1.0,0.0,0.0,1450,650,47.6968,-122.12700000000001,2010,7600,509250,0.0,1.0
2772,1.0,0.0,0.0,0,0.0,1.0,0.0,1800,0,47.7188,-122.177,1650,6014,416000,0.0,1.0
2773,1.0,0.0,0.0,0,1.0,0.0,0.0,1090,0,47.3364,-122.307,1190,8520,190000,0.0,1.0
2774,1.0,0.0,0.0,0,1.0,0.0,0.0,1010,0,47.2881,-122.294,2420,34637,212000,0.0,1.0
2775,1.0,0.0,0.0,0,0.0,1.0,0.0,2040,0,47.309,-122.34899999999999,2350,10150,325900,0.0,1.0
2776,1.0,0.0,0.0,0,0.0,1.0,0.0,1880,390,47.5356,-122.384,1760,5425,560000,1.0,0.0
2777,1.0,0.0,0.0,0,1.0,0.0,0.0,1730,0,47.3499,-122.177,1710,6490,275000,0.0,1.0
2778,0.0,1.0,0.0,2,0.0,1.0,0.0,2480,0,47.5379,-122.16,2940,14679,665000,0.0,1.0
2779,0.0,1.0,0.0,0,0.0,0.0,1.0,2580,900,47.5859,-122.291,2380,5642,1510000,1.0,0.0
2780,0.0,1.0,0.0,0,1.0,0.0,0.0,970,750,47.5252,-122.361,1160,1404,375000,1.0,0.0
2781,1.0,0.0,0.0,0,1.0,0.0,0.0,1040,530,47.5137,-122.37,1280,7813,359950,1.0,0.0
2782,0.0,1.0,0.0,0,1.0,0.0,0.0,3527,0,47.3823,-122.3,2490,7200,340000,1.0,0.0
2783,1.0,0.0,0.0,0,1.0,0.0,0.0,840,0,47.7019,-122.366,1100,8220,401000,1.0,0.0
2784,1.0,0.0,0.0,3,1.0,0.0,0.0,1160,790,47.4504,-122.37700000000001,1780,11721,669000,1.0,0.0
2785,0.0,1.0,0.0,0,0.0,1.0,0.0,1980,0,47.70399999999999,-122.101,2310,6496,638500,0.0,1.0
2786,1.0,0.0,0.0,0,1.0,0.0,0.0,1170,450,47.6012,-122.291,2130,4000,545000,1.0,0.0
2787,0.0,1.0,0.0,0,1.0,0.0,0.0,1260,720,47.7204,-122.18,1570,7626,524000,0.0,1.0
2788,0.0,1.0,0.0,0,0.0,0.0,1.0,3530,0,47.5761,-122.205,3340,13260,1610000,0.0,1.0
2789,1.0,0.0,0.0,0,1.0,0.0,0.0,1100,160,47.5196,-122.376,1260,2435,280000,1.0,0.0
2790,0.0,1.0,0.0,0,0.0,1.0,0.0,1500,620,47.556000000000004,-122.156,3130,10950,828000,0.0,1.0
2791,1.0,0.0,0.0,0,1.0,0.0,0.0,1360,0,47.2983,-122.374,1580,8280,223000,0.0,1.0
2792,0.0,1.0,0.0,2,0.0,0.0,1.0,2250,850,47.6512,-122.20200000000001,2660,2000,1290000,0.0,1.0
2793,1.0,0.0,0.0,0,1.0,0.0,0.0,2370,0,47.7388,-121.97200000000001,1860,14475,750000,0.0,1.0
2794,1.0,0.0,0.0,0,1.0,0.0,0.0,1210,250,47.7195,-122.287,1500,6898,430000,1.0,0.0
2795,0.0,1.0,0.0,0,1.0,0.0,0.0,990,990,47.5768,-122.22200000000001,2180,10800,711000,0.0,1.0
2796,0.0,1.0,0.0,0,0.0,1.0,0.0,1930,0,47.3921,-122.163,1990,7920,310000,0.0,1.0
2797,0.0,1.0,0.0,0,0.0,1.0,0.0,1850,1850,47.5086,-122.258,2190,6720,415000,1.0,0.0
2798,0.0,1.0,0.0,0,1.0,0.0,0.0,1970,0,47.3491,-122.16799999999999,1970,7682,274900,0.0,1.0
2799,1.0,0.0,0.0,0,0.0,1.0,0.0,2470,0,47.4661,-121.99700000000001,2310,35350,525000,0.0,1.0
2800,1.0,0.0,0.0,0,1.0,0.0,0.0,1180,0,47.3313,-122.198,2300,13714,179500,0.0,1.0
2801,1.0,0.0,0.0,0,0.0,1.0,0.0,1280,0,47.6727,-122.32,1410,3150,478000,1.0,0.0
2802,1.0,0.0,0.0,0,1.0,0.0,0.0,990,390,47.369,-122.09299999999999,1660,8400,195000,0.0,1.0
2803,0.0,1.0,0.0,0,0.0,1.0,0.0,1670,1070,47.4538,-122.125,2330,9940,385000,0.0,1.0
2804,1.0,0.0,0.0,0,1.0,0.0,0.0,1260,760,47.7399,-122.197,2080,11901,401000,0.0,1.0
2805,0.0,1.0,0.0,0,0.0,1.0,0.0,2835,0,47.3878,-122.03399999999999,2770,6969,522000,0.0,1.0
2806,0.0,1.0,0.0,0,1.0,0.0,0.0,1520,0,47.526,-121.809,1600,10716,330000,0.0,1.0
2807,1.0,0.0,0.0,0,0.0,0.0,1.0,2190,0,47.7641,-122.306,2190,7055,503000,1.0,0.0
2808,0.0,1.0,0.0,0,1.0,0.0,0.0,1680,0,47.3035,-122.307,1800,8550,175000,0.0,1.0
2809,0.0,1.0,0.0,0,0.0,0.0,1.0,3915,0,47.6844,-122.016,3830,6507,963990,0.0,1.0
2810,0.0,1.0,0.0,0,0.0,1.0,0.0,1720,0,47.6368,-122.21799999999999,2700,9023,845000,0.0,1.0
2811,1.0,0.0,0.0,0,1.0,0.0,0.0,670,0,47.5271,-122.32600000000001,1210,4500,157500,1.0,0.0
2812,1.0,0.0,0.0,0,1.0,0.0,0.0,1400,390,47.5926,-122.296,1460,1462,450000,1.0,0.0
2813,0.0,1.0,0.0,4,0.0,1.0,0.0,1420,1020,47.6807,-122.26700000000001,2500,8028,925000,1.0,0.0
2814,1.0,0.0,0.0,0,1.0,0.0,0.0,920,0,47.6726,-122.265,1230,5029,600000,1.0,0.0
2815,0.0,1.0,0.0,0,1.0,0.0,0.0,1680,0,47.6667,-122.337,1740,3745,709000,1.0,0.0
2816,0.0,1.0,0.0,0,0.0,0.0,1.0,2190,1100,47.653,-122.415,2010,7639,1390000,1.0,0.0
2817,1.0,0.0,0.0,0,1.0,0.0,0.0,1220,900,47.278,-122.145,1820,8200,248000,0.0,1.0
2818,1.0,0.0,0.0,0,1.0,0.0,0.0,910,0,47.6947,-122.346,950,5100,245000,1.0,0.0
2819,1.0,0.0,0.0,0,1.0,0.0,0.0,1000,0,47.5619,-122.315,1500,4800,332000,1.0,0.0
2820,1.0,0.0,0.0,0,1.0,0.0,0.0,2340,0,47.5362,-121.87799999999999,2400,4624,459950,0.0,1.0
2821,1.0,0.0,0.0,2,0.0,1.0,0.0,1180,0,47.6168,-122.301,1500,1948,425000,1.0,0.0
2822,1.0,0.0,0.0,0,0.0,1.0,0.0,1590,490,47.7506,-122.06299999999999,2270,51836,460000,0.0,1.0
2823,0.0,0.0,1.0,0,0.0,0.0,1.0,2360,1400,47.6976,-122.381,2300,7362,838300,1.0,0.0
2824,1.0,0.0,0.0,0,1.0,0.0,0.0,1480,0,47.3126,-122.023,1350,7200,256000,0.0,1.0
2825,1.0,0.0,0.0,0,0.0,0.0,1.0,3060,0,47.5609,-122.10600000000001,3060,11455,864000,0.0,1.0
2826,0.0,1.0,0.0,0,0.0,0.0,1.0,2030,1040,47.5732,-122.411,1780,4800,900000,1.0,0.0
2827,1.0,0.0,0.0,0,1.0,0.0,0.0,1170,0,47.4514,-122.178,1170,7560,145600,0.0,1.0
2828,0.0,1.0,0.0,0,0.0,1.0,0.0,1830,1070,47.6784,-122.285,2370,6283,865000,1.0,0.0
2829,1.0,0.0,0.0,0,0.0,1.0,0.0,2210,0,47.3085,-122.381,1990,8000,250250,0.0,1.0
2830,0.0,1.0,0.0,0,1.0,0.0,0.0,1440,0,47.508,-122.18299999999999,1440,7750,162000,0.0,1.0
2831,0.0,1.0,0.0,0,1.0,0.0,0.0,1430,550,47.7088,-122.20200000000001,1870,7920,450000,0.0,1.0
2832,0.0,1.0,0.0,0,0.0,1.0,0.0,1460,600,47.5934,-122.154,2060,16088,675500,0.0,1.0
2833,1.0,0.0,0.0,0,1.0,0.0,0.0,1640,780,47.6765,-122.285,1560,5304,697000,1.0,0.0
2834,1.0,0.0,0.0,0,0.0,0.0,1.0,2560,880,47.6644,-122.28,3110,4080,1320000,1.0,0.0
2835,1.0,0.0,0.0,0,0.0,1.0,0.0,1600,0,47.6601,-122.135,1510,10407,490000,0.0,1.0
2836,1.0,0.0,0.0,0,0.0,1.0,0.0,1460,750,47.6891,-122.318,1900,4590,590000,1.0,0.0
2837,0.0,1.0,0.0,0,0.0,1.0,0.0,1450,800,47.3303,-122.351,1930,16000,280000,0.0,1.0
2838,1.0,0.0,0.0,0,1.0,0.0,0.0,1140,540,47.55,-122.38799999999999,1610,6500,515000,1.0,0.0
2839,1.0,0.0,0.0,0,1.0,0.0,0.0,1010,130,47.6782,-122.306,1700,5376,576000,1.0,0.0
2840,1.0,0.0,0.0,0,1.0,0.0,0.0,1430,0,47.7668,-122.21799999999999,1900,10450,375000,0.0,1.0
2841,1.0,0.0,0.0,0,1.0,0.0,0.0,1000,440,47.6968,-122.124,1540,7140,478000,0.0,1.0
2842,1.0,0.0,0.0,0,1.0,0.0,0.0,1030,640,47.3659,-122.09200000000001,1620,6696,282000,0.0,1.0
2843,0.0,1.0,0.0,3,0.0,1.0,0.0,1940,1140,47.5806,-122.244,2780,10550,1400000,0.0,1.0
2844,0.0,1.0,0.0,0,0.0,1.0,0.0,3220,1080,47.4615,-122.0,2680,41684,593500,0.0,1.0
2845,0.0,1.0,0.0,0,0.0,0.0,1.0,3010,0,47.4775,-121.691,2720,247856,724950,0.0,1.0
2846,1.0,0.0,0.0,0,0.0,1.0,0.0,1560,0,47.489,-122.18,1600,7904,306000,0.0,1.0
2847,0.0,1.0,0.0,0,0.0,1.0,0.0,1500,420,47.4476,-122.12799999999999,2100,7344,341000,0.0,1.0
2848,1.0,0.0,0.0,0,1.0,0.0,0.0,1400,0,47.553000000000004,-122.365,1060,4400,399950,1.0,0.0
2849,0.0,1.0,0.0,0,1.0,0.0,0.0,2280,0,47.6056,-122.305,1740,1800,534000,1.0,0.0
2850,0.0,0.0,1.0,0,1.0,0.0,0.0,3880,0,47.6816,-122.038,2620,5070,635000,0.0,1.0
2851,1.0,0.0,0.0,0,1.0,0.0,0.0,950,400,47.6842,-122.344,1670,3920,350000,1.0,0.0
2852,1.0,0.0,0.0,0,1.0,0.0,0.0,1480,0,47.623000000000005,-122.304,1970,4200,856000,1.0,0.0
2853,0.0,1.0,0.0,0,0.0,1.0,0.0,1427,243,47.6182,-122.302,1700,1401,582000,1.0,0.0
2854,0.0,1.0,0.0,0,0.0,0.0,1.0,3400,0,47.7067,-122.12899999999999,2970,6909,799000,0.0,1.0
2855,1.0,0.0,0.0,0,0.0,1.0,0.0,2070,0,47.5348,-121.87700000000001,2090,3986,423700,0.0,1.0
2856,0.0,1.0,0.0,0,0.0,1.0,0.0,4870,0,47.5447,-122.124,5000,33880,1840000,0.0,1.0
2857,1.0,0.0,0.0,0,1.0,0.0,0.0,1160,600,47.3565,-121.94,1760,46038,322000,0.0,1.0
2858,0.0,1.0,0.0,0,0.0,0.0,1.0,4030,0,47.6617,-122.02600000000001,3470,57499,929000,0.0,1.0
2859,1.0,0.0,0.0,0,1.0,0.0,0.0,880,250,47.6971,-122.315,1250,5413,443000,1.0,0.0
2860,1.0,0.0,0.0,0,1.0,0.0,0.0,1510,0,47.7283,-122.194,1440,7416,441500,0.0,1.0
2861,0.0,1.0,0.0,2,0.0,1.0,0.0,3110,0,47.592,-122.01799999999999,2340,4938,875000,0.0,1.0
2862,1.0,0.0,0.0,4,0.0,0.0,1.0,3420,1600,47.5925,-122.287,3680,12620,3600000,1.0,0.0
2863,1.0,0.0,0.0,0,1.0,0.0,0.0,740,0,47.6787,-122.301,920,5100,450000,1.0,0.0
2864,1.0,0.0,0.0,0,1.0,0.0,0.0,1100,530,47.7176,-122.236,1640,9794,425000,0.0,1.0
2865,0.0,1.0,0.0,0,0.0,0.0,1.0,2780,0,47.6348,-122.06,2600,12000,660000,0.0,1.0
2866,1.0,0.0,0.0,0,1.0,0.0,0.0,1100,890,47.663999999999994,-122.287,1460,3706,763101,1.0,0.0
2867,0.0,1.0,0.0,0,0.0,0.0,1.0,2250,0,47.7353,-121.962,2450,14027,499000,0.0,1.0
2868,1.0,0.0,0.0,0,0.0,1.0,0.0,1350,370,47.6608,-122.035,2740,40635,521000,0.0,1.0
2869,1.0,0.0,0.0,2,1.0,0.0,0.0,900,0,47.228,-122.088,1810,94960,302000,0.0,1.0
2870,0.0,1.0,0.0,0,1.0,0.0,0.0,2360,0,47.3882,-122.053,2144,6773,293000,0.0,1.0
2871,1.0,0.0,0.0,0,1.0,0.0,0.0,1530,0,47.7342,-121.96799999999999,2110,4094,335000,0.0,1.0
2872,1.0,0.0,0.0,0,1.0,0.0,0.0,1450,0,47.6853,-122.35600000000001,1450,4635,499000,1.0,0.0
2873,1.0,0.0,0.0,0,1.0,0.0,0.0,1780,260,47.6756,-122.29899999999999,1690,5000,600000,1.0,0.0
2874,0.0,1.0,0.0,0,0.0,0.0,1.0,2620,0,47.5975,-122.17399999999999,2230,11041,720000,0.0,1.0
2875,1.0,0.0,0.0,0,1.0,0.0,0.0,1180,0,47.3501,-122.02,1310,2687,195000,0.0,1.0
2876,1.0,0.0,0.0,0,1.0,0.0,0.0,1110,0,47.4718,-122.34200000000001,1140,9083,249000,1.0,0.0
2877,1.0,0.0,0.0,0,1.0,0.0,0.0,1840,0,47.7347,-121.976,1490,10101,334000,0.0,1.0
2878,0.0,1.0,0.0,0,0.0,1.0,0.0,1510,1210,47.6788,-122.28299999999999,2120,7315,599950,1.0,0.0
2879,1.0,0.0,0.0,0,0.0,1.0,0.0,1090,0,47.3782,-122.319,1360,3426,149900,1.0,0.0
2880,0.0,1.0,0.0,0,1.0,0.0,0.0,1250,480,47.6982,-122.28200000000001,1910,8100,700000,1.0,0.0
2881,0.0,1.0,0.0,0,1.0,0.0,0.0,1170,0,47.5495,-122.23200000000001,2380,8846,525000,0.0,1.0
2882,0.0,1.0,0.0,0,0.0,0.0,1.0,4740,0,47.4449,-121.979,3060,118047,1050000,0.0,1.0
2883,1.0,0.0,0.0,0,1.0,0.0,0.0,1290,670,47.7249,-122.178,1960,8000,402000,0.0,1.0
2884,1.0,0.0,0.0,0,1.0,0.0,0.0,980,450,47.6874,-122.336,1450,4650,450000,1.0,0.0
2885,1.0,0.0,0.0,0,0.0,1.0,0.0,2510,0,47.4545,-121.988,2470,48351,520000,0.0,1.0
2886,1.0,0.0,0.0,0,1.0,0.0,0.0,820,600,47.2873,-122.367,1470,7319,205000,0.0,1.0
2887,1.0,0.0,0.0,0,0.0,0.0,1.0,2680,0,47.4487,-122.03299999999999,3170,215186,635000,0.0,1.0
2888,1.0,0.0,0.0,0,1.0,0.0,0.0,1220,0,47.2622,-122.28200000000001,1310,9600,210500,0.0,1.0
2889,1.0,0.0,0.0,0,1.0,0.0,0.0,1070,0,47.5698,-122.37700000000001,1770,5695,406650,1.0,0.0
2890,1.0,0.0,0.0,0,1.0,0.0,0.0,1580,0,47.3299,-122.046,1860,19998,350000,0.0,1.0
2891,0.0,1.0,0.0,0,1.0,0.0,0.0,930,890,47.6872,-122.296,1590,6000,425000,1.0,0.0
2892,1.0,0.0,0.0,0,0.0,0.0,1.0,3590,0,47.6336,-122.06299999999999,3230,7305,798000,0.0,1.0
2893,1.0,0.0,0.0,0,1.0,0.0,0.0,1960,0,47.505,-122.171,1850,8324,180000,0.0,1.0
2894,0.0,1.0,0.0,0,0.0,1.0,0.0,3160,0,47.5373,-122.22399999999999,2360,12042,1250000,0.0,1.0
2895,0.0,1.0,0.0,0,1.0,0.0,0.0,1630,400,47.7056,-122.34200000000001,1350,1340,435000,1.0,0.0
2896,1.0,0.0,0.0,0,1.0,0.0,0.0,1240,0,47.7167,-122.20200000000001,1570,9600,355000,0.0,1.0
2897,0.0,1.0,0.0,0,0.0,0.0,1.0,3850,1520,47.6499,-122.21600000000001,2410,12047,3000000,0.0,1.0
2898,0.0,1.0,0.0,0,0.0,0.0,1.0,2670,0,47.7565,-122.28399999999999,1810,14455,685000,1.0,0.0
2899,1.0,0.0,0.0,0,1.0,0.0,0.0,1640,0,47.4941,-122.15100000000001,1680,9147,311000,0.0,1.0
2900,0.0,1.0,0.0,0,1.0,0.0,0.0,2130,0,47.4119,-122.211,1710,9600,305000,0.0,1.0
2901,1.0,0.0,0.0,0,1.0,0.0,0.0,1850,700,47.5758,-122.287,1700,4954,675000,1.0,0.0
2902,0.0,1.0,0.0,2,0.0,1.0,0.0,1850,1780,47.566,-122.225,3380,11184,769000,0.0,1.0
2903,1.0,0.0,0.0,0,1.0,0.0,0.0,1690,0,47.5732,-122.13600000000001,1570,9858,430000,0.0,1.0
2904,0.0,0.0,1.0,0,1.0,0.0,0.0,2390,0,47.7589,-122.21600000000001,2250,12942,516250,0.0,1.0
2905,1.0,0.0,0.0,2,1.0,0.0,0.0,1340,1010,47.7288,-122.28399999999999,2580,11026,760000,1.0,0.0
2906,1.0,0.0,0.0,0,0.0,1.0,0.0,1180,240,47.6827,-122.324,1494,1264,579950,1.0,0.0
2907,1.0,0.0,0.0,0,0.0,1.0,0.0,1170,400,47.7604,-122.35600000000001,1660,8775,476000,1.0,0.0
2908,1.0,0.0,0.0,0,1.0,0.0,0.0,1600,0,47.7202,-122.249,2010,14850,510000,0.0,1.0
2909,1.0,0.0,0.0,0,1.0,0.0,0.0,720,0,47.5267,-122.36,1357,5120,205000,1.0,0.0
2910,1.0,0.0,0.0,0,1.0,0.0,0.0,1470,0,47.3616,-122.286,1720,8050,240000,0.0,1.0
2911,0.0,1.0,0.0,2,0.0,0.0,1.0,1970,820,47.4384,-122.34700000000001,2980,17281,738000,1.0,0.0
2912,1.0,0.0,0.0,0,1.0,0.0,0.0,860,860,47.7336,-122.29,1440,8106,420000,1.0,0.0
2913,1.0,0.0,0.0,0,1.0,0.0,0.0,1300,0,47.6388,-122.103,2070,9775,455000,0.0,1.0
2914,0.0,1.0,0.0,0,0.0,1.0,0.0,1820,700,47.5785,-122.292,2350,5000,765000,1.0,0.0
2915,0.0,1.0,0.0,0,1.0,0.0,0.0,1780,0,47.5142,-122.163,1350,8069,372000,0.0,1.0
2916,1.0,0.0,0.0,0,1.0,0.0,0.0,1200,0,47.5414,-122.281,1570,6823,160000,1.0,0.0
2917,0.0,1.0,0.0,0,0.0,0.0,1.0,2990,0,47.6292,-122.024,2990,8666,772000,0.0,1.0
2918,0.0,1.0,0.0,0,0.0,0.0,1.0,1910,0,47.6249,-122.311,2050,5400,1130000,1.0,0.0
2919,1.0,0.0,0.0,0,1.0,0.0,0.0,1370,0,47.6619,-122.351,1510,2151,479000,1.0,0.0
2920,1.0,0.0,0.0,0,0.0,1.0,0.0,1910,0,47.5989,-122.016,1910,4941,570000,0.0,1.0
2921,0.0,1.0,0.0,0,1.0,0.0,0.0,1170,0,47.7281,-122.289,1260,8147,350000,1.0,0.0
2922,1.0,0.0,0.0,0,0.0,1.0,0.0,1250,0,47.6978,-122.318,1330,2298,353000,1.0,0.0
2923,0.0,1.0,0.0,0,0.0,0.0,1.0,3340,0,47.4565,-122.066,3420,23274,699000,0.0,1.0
2924,1.0,0.0,0.0,0,1.0,0.0,0.0,1380,0,47.4374,-122.335,1260,8750,265000,1.0,0.0
2925,1.0,0.0,0.0,0,1.0,0.0,0.0,780,0,47.713,-121.315,930,10165,167000,0.0,1.0
2926,0.0,1.0,0.0,0,0.0,1.0,0.0,1390,690,47.6264,-122.113,1800,7700,500000,0.0,1.0
2927,1.0,0.0,0.0,0,1.0,0.0,0.0,1410,0,47.5924,-122.302,1640,7200,700000,1.0,0.0
2928,1.0,0.0,0.0,0,1.0,0.0,0.0,520,0,47.5579,-122.395,1030,5265,295000,1.0,0.0
2929,0.0,1.0,0.0,2,0.0,0.0,1.0,2590,910,47.6834,-122.292,2430,5100,1010000,1.0,0.0
2930,1.0,0.0,0.0,0,1.0,0.0,0.0,840,0,47.3644,-122.08200000000001,920,5100,209000,0.0,1.0
2931,1.0,0.0,0.0,0,1.0,0.0,0.0,1440,800,47.2635,-122.28399999999999,1740,9600,276000,0.0,1.0
2932,0.0,1.0,0.0,0,0.0,1.0,0.0,2100,0,47.4956,-122.163,2090,7779,380000,0.0,1.0
2933,1.0,0.0,0.0,0,1.0,0.0,0.0,1150,600,47.5666,-121.902,1680,13000,315000,0.0,1.0
2934,0.0,1.0,0.0,0,0.0,0.0,1.0,3130,0,47.6618,-121.962,2780,44224,685530,0.0,1.0
2935,1.0,0.0,0.0,0,1.0,0.0,0.0,1470,0,47.2973,-122.08,1390,30056,254600,0.0,1.0
2936,1.0,0.0,0.0,0,1.0,0.0,0.0,720,720,47.4947,-122.185,1120,5700,230000,0.0,1.0
2937,1.0,0.0,0.0,0,0.0,1.0,0.0,1430,0,47.6971,-122.34,1020,1112,335000,1.0,0.0
2938,0.0,1.0,0.0,0,1.0,0.0,0.0,1460,710,47.6789,-122.116,1940,8400,550000,0.0,1.0
2939,1.0,0.0,0.0,0,1.0,0.0,0.0,1150,0,47.373999999999995,-122.296,1360,8050,123300,0.0,1.0
2940,0.0,1.0,0.0,0,1.0,0.0,0.0,2170,0,47.3741,-122.189,1490,9731,275436,0.0,1.0
2941,0.0,1.0,0.0,3,1.0,0.0,0.0,1640,990,47.4355,-122.272,1920,2435,325000,1.0,0.0
2942,0.0,1.0,0.0,0,0.0,0.0,1.0,2490,0,47.6507,-122.00399999999999,3170,45441,635000,0.0,1.0
2943,1.0,0.0,0.0,0,1.0,0.0,0.0,1110,600,47.6689,-122.37,920,5000,513000,1.0,0.0
2944,0.0,1.0,0.0,0,0.0,1.0,0.0,1490,640,47.5748,-122.031,3030,34000,580000,0.0,1.0
2945,1.0,0.0,0.0,0,1.0,0.0,0.0,940,0,47.4353,-122.335,1270,9375,225000,1.0,0.0
2946,1.0,0.0,0.0,0,1.0,0.0,0.0,1060,340,47.5119,-122.321,1570,7700,265000,1.0,0.0
2947,0.0,1.0,0.0,0,1.0,0.0,0.0,930,700,47.5961,-122.305,1630,3000,313000,1.0,0.0
2948,1.0,0.0,0.0,0,1.0,0.0,0.0,1370,0,47.7344,-122.336,1330,8396,296000,1.0,0.0
2949,0.0,1.0,0.0,0,0.0,1.0,0.0,1680,700,47.5929,-122.133,1950,11751,655500,0.0,1.0
2950,0.0,1.0,0.0,0,0.0,1.0,0.0,2140,0,47.3167,-122.214,1640,10125,250750,0.0,1.0
2951,0.0,1.0,0.0,0,0.0,1.0,0.0,1970,0,47.4893,-122.13799999999999,2590,7200,438000,0.0,1.0
2952,1.0,0.0,0.0,0,0.0,1.0,0.0,1980,570,47.7596,-122.117,2180,21600,590000,0.0,1.0
2953,1.0,0.0,0.0,0,1.0,0.0,0.0,1080,0,47.7309,-122.336,1100,5250,329500,1.0,0.0
2954,1.0,0.0,0.0,0,0.0,0.0,1.0,2110,960,47.5522,-122.14399999999999,3130,9450,1200000,0.0,1.0
2955,1.0,0.0,0.0,0,1.0,0.0,0.0,900,570,47.6527,-122.38600000000001,1670,6000,415000,1.0,0.0
2956,0.0,1.0,0.0,0,0.0,0.0,1.0,3620,0,47.7204,-122.115,2950,33167,900000,0.0,1.0
2957,1.0,0.0,0.0,0,1.0,0.0,0.0,1050,0,47.5602,-121.86,1460,42688,378000,0.0,1.0
2958,1.0,0.0,0.0,3,1.0,0.0,0.0,1050,0,47.2221,-122.059,1760,108900,474000,0.0,1.0
2959,1.0,0.0,0.0,0,1.0,0.0,0.0,1320,0,47.6049,-122.288,1660,5438,464000,1.0,0.0
2960,1.0,0.0,0.0,0,1.0,0.0,0.0,1210,0,47.7693,-122.32,1210,6760,310000,1.0,0.0
2961,1.0,0.0,0.0,1,1.0,0.0,0.0,1860,0,47.7716,-122.39200000000001,1670,5525,580000,1.0,0.0
2962,1.0,0.0,0.0,3,0.0,1.0,0.0,1830,1000,47.3782,-122.514,2120,21988,999000,0.0,1.0
2963,1.0,0.0,0.0,0,1.0,0.0,0.0,810,0,47.6493,-122.398,1920,6000,510000,1.0,0.0
2964,1.0,0.0,0.0,1,1.0,0.0,0.0,1160,470,47.6725,-122.272,2320,7475,650000,1.0,0.0
2965,1.0,0.0,0.0,0,1.0,0.0,0.0,880,0,47.2707,-122.34,880,10500,196000,0.0,1.0
2966,0.0,1.0,0.0,0,1.0,0.0,0.0,1010,650,47.4943,-122.331,1670,9975,220000,1.0,0.0
2967,1.0,0.0,0.0,2,0.0,0.0,1.0,3440,0,47.5647,-122.10799999999999,3170,11434,855000,0.0,1.0
2968,1.0,0.0,0.0,0,0.0,1.0,0.0,1440,670,47.7344,-122.24600000000001,1990,10890,483000,0.0,1.0
2969,1.0,0.0,0.0,0,1.0,0.0,0.0,1060,0,47.7703,-122.35,1550,10500,400000,1.0,0.0
2970,1.0,0.0,0.0,0,0.0,1.0,0.0,1900,0,47.7433,-122.194,2650,9352,435000,0.0,1.0
2971,1.0,0.0,0.0,0,0.0,1.0,0.0,760,60,47.5473,-122.37100000000001,1770,1924,219500,1.0,0.0
2972,0.0,1.0,0.0,0,0.0,1.0,0.0,4860,0,47.6172,-122.23,3580,16054,2950000,0.0,1.0
2973,1.0,0.0,0.0,0,1.0,0.0,0.0,2050,0,47.7612,-122.344,2050,7200,427000,1.0,0.0
2974,1.0,0.0,0.0,0,1.0,0.0,0.0,1090,0,47.6652,-122.338,1390,4013,430000,1.0,0.0
2975,1.0,0.0,0.0,0,1.0,0.0,0.0,1090,0,47.6652,-122.338,1390,4013,685000,1.0,0.0
2976,1.0,0.0,0.0,0,1.0,0.0,0.0,1060,860,47.6497,-122.39299999999999,2070,6250,495000,1.0,0.0
2977,1.0,0.0,0.0,0,1.0,0.0,0.0,1870,0,47.342,-122.279,1870,7392,299950,0.0,1.0
2978,0.0,1.0,0.0,0,1.0,0.0,0.0,2690,0,47.4951,-122.352,1920,7302,390000,1.0,0.0
2979,1.0,0.0,0.0,0,1.0,0.0,0.0,1260,900,47.5729,-122.315,1590,3000,385000,1.0,0.0
2980,0.0,1.0,0.0,0,0.0,0.0,1.0,3000,0,47.535,-122.04899999999999,3140,9213,740000,0.0,1.0
2981,0.0,1.0,0.0,1,0.0,0.0,1.0,1610,680,47.574,-122.415,1610,3820,991700,1.0,0.0
2982,1.0,0.0,0.0,0,0.0,0.0,1.0,1830,420,47.6033,-122.287,2060,4980,765000,1.0,0.0
2983,0.0,1.0,0.0,2,0.0,1.0,0.0,2130,0,47.5672,-122.161,2550,8800,802000,0.0,1.0
2984,0.0,1.0,0.0,0,0.0,1.0,0.0,1700,800,47.5901,-122.198,2650,20000,950000,0.0,1.0
2985,0.0,1.0,0.0,0,1.0,0.0,0.0,2300,0,47.3412,-122.10799999999999,2300,21765,392000,0.0,1.0
